account_id,customer_name,account_type,branch,transaction_type,transaction_amount,account_balance,currency,transaction_date,year,month,month_name,day,weekday,transaction_direction,transaction_category,net_amount
ACC05550,Ariel Ramirez,Savings,Phoenix,Credit,4284.02,3228.67,GBP,2023-09-23,2023,9,September,23,Saturday,Inflow,Bills,3295.4
ACC05551,Ryan Murphy,Recurring Deposit,San Diego,Credit,2584.14,63678.57,JPY,2022-04-02,2022,4,April,2,Saturday,Inflow,Bills,993.9
ACC05552,Cody Moore,Fixed Deposit,Chicago,Debit,2183.58,56281.87,USD,2023-10-31,2023,10,October,31,Tuesday,Outflow,Bills,-2183.58
ACC05553,Kristin Williams,Savings,Houston,Debit,3861.95,76375.7,EUR,2023-01-30,2023,1,January,30,Monday,Outflow,Shopping,-3861.95
ACC05554,Carlos Nguyen,Current,Phoenix,Debit,6265.06,68078.15,GBP,2024-11-19,2024,11,November,19,Tuesday,Outflow,Food,-6265.06
ACC05555,Brooke Potts,Savings,Phoenix,Debit,5343.88,88903.1,GBP,2022-06-26,2022,6,June,26,Sunday,Outflow,Food,-4110.68
ACC05556,Patricia Walker,Savings,Phoenix,Debit,3600.69,86484.49,EUR,2023-05-28,2023,5,May,28,Sunday,Outflow,Salary,-2769.76
ACC05557,Stephanie Phillips,Current,Phoenix,Credit,1418.24,90173.12,JPY,2022-05-10,2022,5,May,10,Tuesday,Inflow,Food,1418.24
ACC05558,Nancy Stephens,Fixed Deposit,Phoenix,Debit,6521.89,55278.05,EUR,2023-10-20,2023,10,October,20,Friday,Outflow,Salary,-6521.89
ACC05559,Pamela Ortega,Fixed Deposit,Philadelphia,Credit,1123.04,88982.31,INR,2022-05-15,2022,5,May,15,Sunday,Inflow,Shopping,863.88
ACC05560,Anna Mendez,Current,Phoenix,Debit,1057.07,43916.34,JPY,2024-02-12,2024,2,February,12,Monday,Outflow,Transfer,-1057.07
ACC05561,Laura Phillips,Savings,Chicago,Credit,5063.96,64594.99,GBP,2023-02-17,2023,2,February,17,Friday,Inflow,Transfer,5063.96
ACC05562,Eric House,Savings,Los Angeles,Debit,5561.6,74938.61,GBP,2022-01-03,2022,1,January,3,Monday,Outflow,Bills,-5561.6
ACC05563,Kelly Stone,Recurring Deposit,Phoenix,Credit,298.65,91721.89,GBP,2022-05-21,2022,5,May,21,Saturday,Inflow,Shopping,229.73
ACC05564,Linda Huynh,Fixed Deposit,Phoenix,Credit,2788.53,26482.05,EUR,2024-12-26,2024,12,December,26,Thursday,Inflow,Shopping,2788.53
ACC05565,Margaret Rogers,Savings,Phoenix,Debit,466.48,33141.62,USD,2024-12-31,2024,12,December,31,Tuesday,Outflow,Food,-466.48
ACC05566,Tanner Coleman,Recurring Deposit,Phoenix,Credit,2922.92,39659.03,USD,2024-06-18,2024,6,June,18,Tuesday,Inflow,Food,2922.92
ACC05567,Jesus Woods,Fixed Deposit,Phoenix,Debit,2464.77,29626.97,INR,2023-03-02,2023,3,March,2,Thursday,Outflow,Bills,-2464.77
ACC05568,William Lucas,Current,Philadelphia,Debit,8221.01,13677.86,EUR,2023-08-11,2023,8,August,11,Friday,Outflow,Salary,-8221.01
ACC05569,Frank Robinson,Savings,Phoenix,Debit,5920.28,19992.0,EUR,2022-10-02,2022,10,October,2,Sunday,Outflow,Food,-4554.06
ACC05570,Abigail Wall,Current,Phoenix,Debit,6058.23,71439.84,USD,2024-09-21,2024,9,September,21,Saturday,Outflow,Shopping,-4660.18
ACC05571,Nicole Robertson,Recurring Deposit,Phoenix,Debit,7337.58,4769.84,GBP,2022-03-23,2022,3,March,23,Wednesday,Outflow,Bills,-7337.58
ACC05572,Elizabeth Lamb,Savings,Phoenix,Credit,7521.79,51128.23,JPY,2024-03-18,2024,3,March,18,Monday,Inflow,Transfer,7521.79
ACC05573,Kayla Kim,Savings,Phoenix,Debit,3696.52,83223.77,INR,2024-01-30,2024,1,January,30,Tuesday,Outflow,Food,-3696.52
ACC05574,Caleb Jones,Current,Phoenix,Debit,1980.83,98533.45,INR,2024-03-12,2024,3,March,12,Tuesday,Outflow,Food,-1980.83
ACC05575,Amanda Tucker,Fixed Deposit,Chicago,Debit,6032.35,91758.41,USD,2023-09-28,2023,9,September,28,Thursday,Outflow,Transfer,-6032.35
ACC05576,Dustin Smith,Current,San Diego,Credit,7577.12,63939.22,GBP,2024-10-27,2024,10,October,27,Sunday,Inflow,Food,5828.55
ACC05577,Kristina Curtis,Savings,Chicago,Debit,5029.0,58429.38,USD,2022-03-16,2022,3,March,16,Wednesday,Outflow,Bills,-5029.0
ACC05578,James Beltran,Fixed Deposit,Los Angeles,Debit,3684.59,12957.97,GBP,2024-07-03,2024,7,July,3,Wednesday,Outflow,Bills,-3684.59
ACC05579,Steve Myers,Savings,Phoenix,Debit,2900.7,39554.77,JPY,2023-04-20,2023,4,April,20,Thursday,Outflow,Shopping,-2900.7
ACC05580,Donna Evans,Recurring Deposit,Phoenix,Debit,7536.69,21403.44,GBP,2022-08-11,2022,8,August,11,Thursday,Outflow,Shopping,-7536.69
ACC05581,Kathleen Ross,Savings,San Diego,Credit,4917.02,2123.93,USD,2023-07-03,2023,7,July,3,Monday,Inflow,Transfer,2458.51
ACC05582,Thomas Callahan,Fixed Deposit,Phoenix,Debit,1904.37,46631.98,USD,2022-01-31,2022,1,January,31,Monday,Outflow,Food,-1904.37
ACC05583,Mary Summers,Savings,Los Angeles,Debit,3588.01,63421.46,GBP,2022-08-27,2022,8,August,27,Saturday,Outflow,Food,-2760.01
ACC05584,Chelsey Gates,Current,Phoenix,Debit,2156.23,19561.79,EUR,2024-09-07,2024,9,September,7,Saturday,Outflow,Shopping,-1658.64
ACC05585,Kathryn Stewart,Recurring Deposit,Phoenix,Debit,5846.9,25168.56,EUR,2023-12-15,2023,12,December,15,Friday,Outflow,Shopping,-5846.9
ACC05586,Courtney Foster,Recurring Deposit,Chicago,Credit,3687.31,20077.35,GBP,2023-08-21,2023,8,August,21,Monday,Inflow,Bills,3687.31
ACC05587,Jonathan Miller,Current,Phoenix,Debit,503.18,45220.58,INR,2023-04-24,2023,4,April,24,Monday,Outflow,Transfer,-503.18
ACC05588,Tony Roberson,Recurring Deposit,Phoenix,Debit,4567.36,46907.77,EUR,2024-06-25,2024,6,June,25,Tuesday,Outflow,Transfer,-4567.36
ACC05589,Kimberly Guzman,Current,Philadelphia,Debit,2833.15,61891.56,JPY,2023-01-09,2023,1,January,9,Monday,Outflow,Food,-2833.15
ACC05590,Travis Merritt,Savings,Phoenix,Debit,3368.71,98169.49,INR,2024-08-29,2024,8,August,29,Thursday,Outflow,Shopping,-3368.71
ACC05591,Michael Bryan,Fixed Deposit,Houston,Credit,4026.24,60039.83,GBP,2023-05-15,2023,5,May,15,Monday,Inflow,Food,4026.24
ACC05592,Kenneth Jackson,Current,Houston,Debit,2227.74,95245.12,INR,2022-08-18,2022,8,August,18,Thursday,Outflow,Transfer,-2227.74
ACC05593,George Keller,Current,Phoenix,Credit,4907.14,23597.03,USD,2024-11-02,2024,11,November,2,Saturday,Inflow,Shopping,1887.36
ACC05594,Stephanie Taylor,Current,Phoenix,Debit,5041.56,93955.44,JPY,2023-02-03,2023,2,February,3,Friday,Outflow,Shopping,-5041.56
ACC05595,Adam Adams,Current,Chicago,Debit,1182.75,18849.02,USD,2024-11-07,2024,11,November,7,Thursday,Outflow,Salary,-1182.75
ACC05596,Andrea Bailey,Savings,Phoenix,Debit,1947.19,39737.66,INR,2022-06-18,2022,6,June,18,Saturday,Outflow,Shopping,-1497.84
ACC05597,Elizabeth Dalton,Current,Phoenix,Debit,1789.36,53432.12,USD,2024-12-09,2024,12,December,9,Monday,Outflow,Food,-1789.36
ACC05598,Susan Martinez,Recurring Deposit,Phoenix,Debit,8392.53,40211.61,GBP,2022-04-16,2022,4,April,16,Saturday,Outflow,Shopping,-6455.79
ACC05599,Christopher Wolf,Recurring Deposit,New York,Debit,10060.21,62071.73,GBP,2022-07-16,2022,7,July,16,Saturday,Outflow,Bills,-7738.62
ACC05600,Laura Hale,Fixed Deposit,Phoenix,Debit,1775.55,63572.91,GBP,2022-02-10,2022,2,February,10,Thursday,Outflow,Bills,-1775.55
ACC05601,Mary Grimes,Recurring Deposit,Phoenix,Credit,1523.04,85734.1,USD,2023-06-23,2023,6,June,23,Friday,Inflow,Bills,1523.04
ACC05602,Angela Rojas,Recurring Deposit,Phoenix,Credit,3655.71,73395.27,INR,2023-11-30,2023,11,November,30,Thursday,Inflow,Food,3655.71
ACC05603,Beverly Duncan,Savings,Phoenix,Credit,2830.04,63264.31,JPY,2023-01-18,2023,1,January,18,Wednesday,Inflow,Shopping,2830.04
ACC05604,Luke Callahan,Current,Philadelphia,Debit,7697.22,15024.66,EUR,2022-05-22,2022,5,May,22,Sunday,Outflow,Bills,-5920.94
ACC05605,Jonathan Rodriguez,Recurring Deposit,Chicago,Credit,4762.83,86948.49,GBP,2024-07-19,2024,7,July,19,Friday,Inflow,Transfer,4762.83
ACC05606,Shannon Watts,Fixed Deposit,Phoenix,Debit,10052.74,52912.3,USD,2022-10-06,2022,10,October,6,Thursday,Outflow,Food,-10052.74
ACC05607,Lisa Barker,Fixed Deposit,Phoenix,Debit,2061.01,35054.72,INR,2022-01-22,2022,1,January,22,Saturday,Outflow,Food,-1585.39
ACC05608,James Duarte,Current,Phoenix,Debit,5859.21,16258.93,EUR,2023-03-10,2023,3,March,10,Friday,Outflow,Bills,-5859.21
ACC05609,Karen Young,Fixed Deposit,Phoenix,Debit,2463.84,969.6,EUR,2022-01-25,2022,1,January,25,Tuesday,Outflow,Shopping,-2463.84
ACC05610,Carmen Gonzalez,Current,Phoenix,Debit,1442.54,94511.16,EUR,2022-07-01,2022,7,July,1,Friday,Outflow,Food,-1442.54
ACC05611,Clayton Reyes,Fixed Deposit,Phoenix,Credit,2430.51,14892.65,INR,2023-11-20,2023,11,November,20,Monday,Inflow,Shopping,2430.51
ACC05612,Benjamin Lee,Current,Phoenix,Debit,2638.38,63502.98,USD,2022-04-13,2022,4,April,13,Wednesday,Outflow,Transfer,-2638.38
ACC05613,Jason Cox,Recurring Deposit,San Diego,Debit,7272.11,66632.97,EUR,2024-06-17,2024,6,June,17,Monday,Outflow,Bills,-7272.11
ACC05614,William Scott,Current,Chicago,Credit,805.84,84463.2,JPY,2023-10-27,2023,10,October,27,Friday,Inflow,Shopping,805.84
ACC05615,Sarah Medina,Current,San Diego,Debit,1820.5,10483.17,GBP,2023-05-10,2023,5,May,10,Wednesday,Outflow,Salary,-1820.5
ACC05616,Jose Small,Recurring Deposit,New York,Debit,4588.87,80025.44,INR,2022-11-20,2022,11,November,20,Sunday,Outflow,Food,-3529.9
ACC05617,Margaret Pitts,Current,Houston,Debit,1359.02,86472.39,JPY,2024-02-22,2024,2,February,22,Thursday,Outflow,Shopping,-1359.02
ACC05618,Vicki Garner,Recurring Deposit,Phoenix,Credit,9408.25,26309.87,INR,2023-10-13,2023,10,October,13,Friday,Inflow,Shopping,9408.25
ACC05619,Denise Jones DDS,Recurring Deposit,Houston,Debit,13502.72,6448.66,EUR,2022-04-02,2022,4,April,2,Saturday,Outflow,Shopping,-10386.71
ACC05620,Holly Patrick,Recurring Deposit,Los Angeles,Credit,3322.37,67601.24,EUR,2023-05-30,2023,5,May,30,Tuesday,Inflow,Transfer,3322.37
ACC05621,Elizabeth Farmer,Savings,Phoenix,Credit,10106.72,40106.05,JPY,2022-05-05,2022,5,May,5,Thursday,Inflow,Food,5053.36
ACC05622,Brenda Nguyen,Savings,Phoenix,Debit,8411.77,88359.18,USD,2024-10-08,2024,10,October,8,Tuesday,Outflow,Food,-8411.77
ACC05623,Micheal Ross,Savings,Phoenix,Debit,2982.03,7304.77,GBP,2024-05-27,2024,5,May,27,Monday,Outflow,Transfer,-2982.03
ACC05624,Jodi Saunders,Current,Chicago,Debit,4844.84,53965.32,EUR,2023-11-24,2023,11,November,24,Friday,Outflow,Food,-4844.84
ACC05625,Benjamin Brandt MD,Fixed Deposit,Phoenix,Credit,1211.16,63864.97,JPY,2022-09-22,2022,9,September,22,Thursday,Inflow,Shopping,1211.16
ACC05626,Laura Wiley,Savings,Phoenix,Debit,525.4,14453.63,INR,2022-12-01,2022,12,December,1,Thursday,Outflow,Shopping,-525.4
ACC05627,Evan Adams,Current,Phoenix,Debit,6340.69,95973.93,EUR,2022-04-14,2022,4,April,14,Thursday,Outflow,Transfer,-6340.69
ACC05628,Kayla Collins,Current,Los Angeles,Credit,3126.28,55394.74,GBP,2023-03-16,2023,3,March,16,Thursday,Inflow,Shopping,3126.28
ACC05629,Diane Harris,Current,Phoenix,Debit,13239.99,56418.4,INR,2022-12-24,2022,12,December,24,Saturday,Outflow,Shopping,-10184.61
ACC05630,Robert Burns,Savings,Phoenix,Credit,2069.34,66513.74,EUR,2023-09-12,2023,9,September,12,Tuesday,Inflow,Bills,2069.34
ACC05631,Lisa Johnson,Fixed Deposit,Chicago,Debit,1119.09,64780.13,INR,2024-05-16,2024,5,May,16,Thursday,Outflow,Transfer,-1119.09
ACC05632,Brian Shields,Recurring Deposit,San Diego,Debit,7692.98,71602.64,EUR,2022-09-18,2022,9,September,18,Sunday,Outflow,Salary,-5917.68
ACC05633,Carrie Rodriguez,Fixed Deposit,San Antonio,Credit,9646.86,37337.28,GBP,2023-01-31,2023,1,January,31,Tuesday,Inflow,Food,9646.86
ACC05634,Shannon Dunn,Savings,Phoenix,Credit,1590.3,12053.4,INR,2023-08-20,2023,8,August,20,Sunday,Inflow,Salary,1223.31
ACC05635,Brittany Lopez,Recurring Deposit,Houston,Credit,1568.24,24868.82,INR,2023-02-14,2023,2,February,14,Tuesday,Inflow,Salary,1568.24
ACC05636,Jesus Bennett,Fixed Deposit,Phoenix,Credit,8194.98,13036.61,JPY,2022-05-18,2022,5,May,18,Wednesday,Inflow,Bills,8194.98
ACC05637,Lori Carter,Savings,Los Angeles,Debit,15987.84,1551.04,JPY,2023-02-26,2023,2,February,26,Sunday,Outflow,Bills,-12298.34
ACC05638,Jennifer Cordova,Current,Los Angeles,Debit,4873.5,4712.56,GBP,2022-06-01,2022,6,June,1,Wednesday,Outflow,Shopping,-4873.5
ACC05639,Daniel Esparza,Savings,Phoenix,Credit,3840.2,22285.03,JPY,2024-01-05,2024,1,January,5,Friday,Inflow,Bills,1920.1
ACC05640,Julia Willis,Fixed Deposit,Phoenix,Credit,7713.74,92548.03,EUR,2022-02-16,2022,2,February,16,Wednesday,Inflow,Bills,7713.74
ACC05641,Michael Stewart,Recurring Deposit,Phoenix,Debit,2679.2,68300.58,GBP,2023-01-04,2023,1,January,4,Wednesday,Outflow,Food,-2679.2
ACC05642,Catherine Collins,Recurring Deposit,San Diego,Debit,2562.73,40742.67,USD,2022-07-09,2022,7,July,9,Saturday,Outflow,Food,-1971.33
ACC05643,Patrick Ware,Current,Chicago,Credit,4438.12,23988.26,GBP,2024-02-05,2024,2,February,5,Monday,Inflow,Food,2219.06
ACC05644,Donna Duran,Fixed Deposit,San Diego,Credit,7014.55,77234.71,JPY,2024-05-18,2024,5,May,18,Saturday,Inflow,Salary,5395.81
ACC05645,Toni Weaver,Current,Phoenix,Debit,3460.62,69729.61,GBP,2024-08-22,2024,8,August,22,Thursday,Outflow,Bills,-3460.62
ACC05646,Aaron Ramirez,Recurring Deposit,Phoenix,Credit,4678.89,85275.74,INR,2023-03-15,2023,3,March,15,Wednesday,Inflow,Shopping,4678.89
ACC05647,Laurie Edwards,Fixed Deposit,Phoenix,Credit,6033.84,57562.34,GBP,2024-09-13,2024,9,September,13,Friday,Inflow,Salary,6033.84
ACC05648,Patrick Ball,Current,Phoenix,Debit,3628.9,54764.66,GBP,2024-03-31,2024,3,March,31,Sunday,Outflow,Bills,-2791.46
ACC05649,Travis Baldwin,Current,Phoenix,Debit,6570.85,61156.7,INR,2022-08-22,2022,8,August,22,Monday,Outflow,Transfer,-6570.85
ACC05650,Andrew Potter,Savings,Philadelphia,Debit,3365.43,6263.51,JPY,2024-12-24,2024,12,December,24,Tuesday,Outflow,Food,-3365.43
ACC05651,Patricia Miller,Savings,Los Angeles,Debit,2920.29,73872.34,INR,2022-04-24,2022,4,April,24,Sunday,Outflow,Shopping,-2246.38
ACC05652,Olivia Davis,Current,Houston,Debit,1163.5,95485.13,USD,2022-02-20,2022,2,February,20,Sunday,Outflow,Bills,-895.0
ACC05653,James Smith,Savings,Phoenix,Credit,2699.68,97772.37,EUR,2023-01-09,2023,1,January,9,Monday,Inflow,Food,2699.68
ACC05654,Zachary Gutierrez,Current,New York,Debit,8770.1,59411.86,EUR,2024-11-05,2024,11,November,5,Tuesday,Outflow,Shopping,-8770.1
ACC05655,David Fitzgerald,Recurring Deposit,Phoenix,Credit,7568.31,21942.69,GBP,2022-07-09,2022,7,July,9,Saturday,Inflow,Shopping,5821.78
ACC05656,Eric Cox,Current,Philadelphia,Credit,6054.45,62223.29,EUR,2022-02-06,2022,2,February,6,Sunday,Inflow,Salary,4657.27
ACC05657,Tracy Thomas,Savings,New York,Debit,1323.42,85567.69,EUR,2023-03-21,2023,3,March,21,Tuesday,Outflow,Shopping,-1323.42
ACC05658,Rachel Johnson,Savings,Chicago,Debit,2186.8,71518.16,EUR,2023-11-28,2023,11,November,28,Tuesday,Outflow,Shopping,-2186.8
ACC05659,Charles Gilbert,Current,Phoenix,Debit,5271.91,815.85,INR,2022-06-22,2022,6,June,22,Wednesday,Outflow,Shopping,-5271.91
ACC05660,Brittany Osborne,Recurring Deposit,Houston,Debit,8074.2,73062.07,GBP,2023-09-30,2023,9,September,30,Saturday,Outflow,Food,-6210.92
ACC05661,Robert Gardner,Current,Phoenix,Credit,7689.19,35033.09,GBP,2023-01-21,2023,1,January,21,Saturday,Inflow,Transfer,5914.76
ACC05662,Amanda Dickson,Current,Phoenix,Credit,4029.97,72624.1,GBP,2023-04-24,2023,4,April,24,Monday,Inflow,Shopping,4029.97
ACC05663,Vincent Reid,Current,Phoenix,Debit,1745.91,57056.33,EUR,2024-03-15,2024,3,March,15,Friday,Outflow,Bills,-1745.91
ACC05664,Jacob Washington,Savings,Phoenix,Debit,6221.17,63185.15,GBP,2024-08-07,2024,8,August,7,Wednesday,Outflow,Food,-6221.17
ACC05665,Katelyn Mccarthy DVM,Recurring Deposit,Phoenix,Debit,2173.72,87794.79,EUR,2022-10-12,2022,10,October,12,Wednesday,Outflow,Shopping,-2173.72
ACC05666,Jodi White,Current,Phoenix,Debit,6280.19,69908.77,INR,2024-01-18,2024,1,January,18,Thursday,Outflow,Transfer,-6280.19
ACC05667,James Page,Fixed Deposit,Los Angeles,Debit,2704.12,48209.46,USD,2022-07-25,2022,7,July,25,Monday,Outflow,Transfer,-2704.12
ACC05668,Katherine Patel,Current,Phoenix,Debit,9846.89,37987.01,EUR,2023-01-10,2023,1,January,10,Tuesday,Outflow,Shopping,-9846.89
ACC05669,Elizabeth Green,Current,Los Angeles,Credit,2484.43,70222.72,USD,2024-07-24,2024,7,July,24,Wednesday,Inflow,Food,2484.43
ACC05670,Emily Page,Savings,Chicago,Debit,3180.31,25288.68,GBP,2022-04-23,2022,4,April,23,Saturday,Outflow,Shopping,-2446.39
ACC05671,Michael Williams,Current,Phoenix,Debit,4095.07,28147.71,INR,2024-02-18,2024,2,February,18,Sunday,Outflow,Shopping,-3150.05
ACC05672,Bradley Carpenter,Savings,Chicago,Credit,2299.04,64273.38,EUR,2024-08-11,2024,8,August,11,Sunday,Inflow,Bills,1768.49
ACC05673,Andrew Sanchez,Recurring Deposit,Los Angeles,Debit,1505.33,72438.36,INR,2022-10-03,2022,10,October,3,Monday,Outflow,Shopping,-1505.33
ACC05674,Robert Williams,Savings,Los Angeles,Credit,2232.45,89186.3,USD,2023-02-19,2023,2,February,19,Sunday,Inflow,Salary,1717.27
ACC05675,Ashlee Wright,Current,Phoenix,Debit,10395.07,60770.81,GBP,2022-12-18,2022,12,December,18,Sunday,Outflow,Bills,-7996.21
ACC05676,Betty Lewis,Current,San Diego,Credit,1591.48,81167.07,JPY,2024-12-09,2024,12,December,9,Monday,Inflow,Food,1591.48
ACC05677,Johnny Kline,Recurring Deposit,Los Angeles,Debit,3204.08,26425.49,JPY,2024-06-23,2024,6,June,23,Sunday,Outflow,Salary,-2464.68
ACC05678,Michael Leon,Current,Phoenix,Credit,16940.17,6388.58,USD,2024-11-30,2024,11,November,30,Saturday,Inflow,Salary,13030.9
ACC05679,Denise Williams,Recurring Deposit,New York,Debit,6412.17,31678.61,USD,2023-11-24,2023,11,November,24,Friday,Outflow,Bills,-6412.17
ACC05680,Cassandra Vasquez,Savings,Phoenix,Credit,6335.83,7965.04,GBP,2024-05-17,2024,5,May,17,Friday,Inflow,Transfer,6335.83
ACC05681,Michael Smith,Fixed Deposit,Phoenix,Credit,15296.11,20171.77,EUR,2022-06-26,2022,6,June,26,Sunday,Inflow,Salary,11766.24
ACC05682,Patrick Mcdowell,Recurring Deposit,Los Angeles,Debit,3082.33,47996.99,GBP,2023-02-14,2023,2,February,14,Tuesday,Outflow,Bills,-3082.33
ACC05683,Jenny Byrd,Fixed Deposit,Phoenix,Debit,737.37,44032.06,JPY,2022-02-05,2022,2,February,5,Saturday,Outflow,Transfer,-567.21
ACC05684,Brittney Daniels,Fixed Deposit,Phoenix,Credit,7717.57,45211.24,JPY,2023-02-11,2023,2,February,11,Saturday,Inflow,Bills,5936.59
ACC05685,Tamara Spears,Recurring Deposit,Phoenix,Credit,2831.87,61709.73,EUR,2022-12-16,2022,12,December,16,Friday,Inflow,Shopping,2831.87
ACC05686,Thomas Williams,Fixed Deposit,Philadelphia,Debit,13106.72,22592.27,EUR,2022-11-11,2022,11,November,11,Friday,Outflow,Shopping,-13106.72
ACC05687,Debbie Bailey,Recurring Deposit,Phoenix,Debit,488.07,95377.06,GBP,2022-10-06,2022,10,October,6,Thursday,Outflow,Transfer,-488.07
ACC05688,Keith Mills,Recurring Deposit,Philadelphia,Debit,1957.85,70806.91,EUR,2024-07-27,2024,7,July,27,Saturday,Outflow,Food,-1506.04
ACC05689,Maria Young,Current,Chicago,Credit,4212.46,85543.55,EUR,2023-09-04,2023,9,September,4,Monday,Inflow,Shopping,2106.23
ACC05690,James Henderson,Savings,Phoenix,Debit,4067.14,92547.79,JPY,2024-03-03,2024,3,March,3,Sunday,Outflow,Shopping,-3128.57
ACC05691,Timothy Powell,Savings,Chicago,Credit,1024.16,60318.76,EUR,2022-12-06,2022,12,December,6,Tuesday,Inflow,Bills,1024.16
ACC05692,Michael Montgomery,Recurring Deposit,Phoenix,Credit,4343.27,8242.42,JPY,2024-12-19,2024,12,December,19,Thursday,Inflow,Bills,4343.27
ACC05693,Colleen Wade,Recurring Deposit,San Antonio,Debit,2011.09,60046.54,USD,2022-04-12,2022,4,April,12,Tuesday,Outflow,Shopping,-2011.09
ACC05694,Carrie Williams,Fixed Deposit,Phoenix,Debit,6706.17,12323.74,EUR,2022-06-10,2022,6,June,10,Friday,Outflow,Food,-6706.17
ACC05695,Ashley Fisher,Savings,Chicago,Debit,8367.92,50399.68,EUR,2024-09-24,2024,9,September,24,Tuesday,Outflow,Transfer,-8367.92
ACC05696,Cristina Moore,Savings,Los Angeles,Credit,2581.93,20368.6,JPY,2024-03-25,2024,3,March,25,Monday,Inflow,Bills,2581.93
ACC05697,Evan Hurley MD,Current,Chicago,Debit,4866.88,36481.26,EUR,2023-06-29,2023,6,June,29,Thursday,Outflow,Transfer,-4866.88
ACC05698,Stephen Harris,Recurring Deposit,Chicago,Debit,4348.25,25750.5,GBP,2024-05-19,2024,5,May,19,Sunday,Outflow,Food,-3344.81
ACC05699,Erika Anderson,Current,Chicago,Debit,3157.78,33574.9,USD,2024-03-27,2024,3,March,27,Wednesday,Outflow,Bills,-3157.78
ACC05700,William Wheeler,Fixed Deposit,Chicago,Credit,947.54,65824.14,INR,2023-04-11,2023,4,April,11,Tuesday,Inflow,Bills,947.54
ACC05701,Joseph Norton,Current,Phoenix,Credit,3026.28,5962.57,GBP,2024-12-17,2024,12,December,17,Tuesday,Inflow,Shopping,3026.28
ACC05702,Eileen Harris MD,Current,Phoenix,Debit,8122.5,8460.34,INR,2024-06-02,2024,6,June,2,Sunday,Outflow,Salary,-6248.08
ACC05703,Lisa Elliott,Fixed Deposit,Phoenix,Debit,4425.29,20398.03,JPY,2022-12-19,2022,12,December,19,Monday,Outflow,Food,-4425.29
ACC05704,Sean Mcintyre,Current,Phoenix,Credit,1541.22,51693.27,INR,2024-08-12,2024,8,August,12,Monday,Inflow,Bills,1541.22
ACC05705,Maria Valdez,Fixed Deposit,Phoenix,Debit,1242.37,6824.75,JPY,2024-09-15,2024,9,September,15,Sunday,Outflow,Bills,-955.67
ACC05706,Daniel King,Fixed Deposit,Phoenix,Credit,2943.75,95118.47,INR,2023-10-18,2023,10,October,18,Wednesday,Inflow,Shopping,2943.75
ACC05707,Michelle Bowen,Current,Phoenix,Debit,1801.67,8235.4,USD,2023-07-12,2023,7,July,12,Wednesday,Outflow,Bills,-1801.67
ACC05708,Mary Webb,Current,Chicago,Credit,2578.55,83708.57,INR,2023-02-26,2023,2,February,26,Sunday,Inflow,Food,1983.5
ACC05709,Derrick Gray,Savings,Phoenix,Debit,1828.21,90903.59,INR,2022-01-26,2022,1,January,26,Wednesday,Outflow,Bills,-1828.21
ACC05710,William Holt,Fixed Deposit,San Diego,Debit,3379.09,13672.68,INR,2023-08-16,2023,8,August,16,Wednesday,Outflow,Shopping,-3379.09
ACC05711,Joshua Carter,Current,Phoenix,Credit,5110.68,38877.3,USD,2023-09-13,2023,9,September,13,Wednesday,Inflow,Shopping,5110.68
ACC05712,Tiffany Davis,Fixed Deposit,Chicago,Debit,1743.89,88060.7,EUR,2022-10-07,2022,10,October,7,Friday,Outflow,Shopping,-1743.89
ACC05713,Matthew Schultz,Fixed Deposit,Phoenix,Debit,2182.62,37145.75,USD,2023-10-01,2023,10,October,1,Sunday,Outflow,Shopping,-1678.94
ACC05714,Katherine Anderson,Current,San Diego,Debit,1118.22,75503.49,JPY,2023-09-11,2023,9,September,11,Monday,Outflow,Bills,-1118.22
ACC05715,Michael King,Fixed Deposit,Los Angeles,Debit,3807.44,38124.58,EUR,2023-06-23,2023,6,June,23,Friday,Outflow,Salary,-3807.44
ACC05716,Holly Hill,Recurring Deposit,Phoenix,Credit,6143.39,99877.32,JPY,2022-05-10,2022,5,May,10,Tuesday,Inflow,Shopping,6143.39
ACC05717,Fred Patel,Savings,San Diego,Credit,3060.76,86471.34,INR,2024-04-26,2024,4,April,26,Friday,Inflow,Shopping,3060.76
ACC05718,Amanda Strickland,Fixed Deposit,Houston,Credit,5128.35,71709.82,EUR,2023-01-16,2023,1,January,16,Monday,Inflow,Shopping,5128.35
ACC05719,Victoria Price,Fixed Deposit,Chicago,Credit,9536.32,75386.2,USD,2023-11-12,2023,11,November,12,Sunday,Inflow,Bills,7335.63
ACC05720,Aaron Young,Current,Phoenix,Credit,5190.74,21913.36,JPY,2022-05-21,2022,5,May,21,Saturday,Inflow,Shopping,3992.88
ACC05721,Sierra Williams,Current,Phoenix,Credit,3151.0,46895.45,GBP,2022-04-01,2022,4,April,1,Friday,Inflow,Shopping,1575.5
ACC05722,Christine Carpenter,Current,Los Angeles,Debit,1426.0,37071.47,JPY,2023-10-24,2023,10,October,24,Tuesday,Outflow,Bills,-1426.0
ACC05723,Daniel Hodge Jr.,Current,Phoenix,Debit,1659.61,88437.91,EUR,2022-02-16,2022,2,February,16,Wednesday,Outflow,Food,-1659.61
ACC05724,Sarah Barr,Current,Phoenix,Credit,13838.8,71561.59,EUR,2022-10-30,2022,10,October,30,Sunday,Inflow,Food,10645.23
